TCGA-62-A472-01A.11	PTPRF;TP53;CACNA1I;MAP1A;	CAV1_DOWN;MMRN1_DOWN;PLAU_UP;PTPRM_DOWN;BDNF_DOWN;ERBB4_DOWN;SPTB_UP;AQP1_DOWN;ATF3_DOWN;CABLES1_DOWN;CDC14A_DOWN;DHCR24_DOWN;DUSP1_DOWN;GADD45B_DOWN;KLF4_DOWN;KLF6_DOWN;MAPK10_DOWN;MKI67_UP;MNDA_DOWN;NFATC4_UP;P2RX1_DOWN;PEG3_DOWN;PLAGL1_DOWN;PMAIP1_UP;RRM2_UP;S100A4_DOWN;S100A8_DOWN;SESN1_DOWN;SORT1_DOWN;TBX2_DOWN;TBXAS1_DOWN;TFRC_DOWN;TOP2A_UP;AQP4_DOWN;RYR2_DOWN;MCM4_UP;APH1B_DOWN;NOTCH4_DOWN;TBX3_DOWN;TBX4_DOWN;TBX5_DOWN;AQP5_DOWN;DMD_DOWN;RASGRF1_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;LPL_DOWN;C8B_DOWN;C7_DOWN;CFP_DOWN;	NID1_DOWN;PTPRA_DOWN;PTPRD_DOWN;SHC2_DOWN;FBLN1_DOWN;CNN1_DOWN;CTGF_DOWN;ELN_DOWN;FMOD_DOWN;GAS1_DOWN;PTGIS_DOWN;PTRF_DOWN;TAGLN_DOWN;TIMP3_DOWN;LMOD1_DOWN;MYL9_DOWN;TGFB1I1_DOWN;CRIM1_DOWN;CYR61_DOWN;SPON1_DOWN;TGFBR3_DOWN;DCN_DOWN;EFEMP2_DOWN;PALLD_DOWN;MYH10_DOWN;ENG_DOWN;PLSCR4_DOWN;TP53_DOWN;MAP1B_DOWN;GPM6B_DOWN;VLDLR_DOWN;CD36_DOWN;LDLR_DOWN;LRPAP1_DOWN;CD9_DOWN;HSD11B1_DOWN;LDLRAP1_DOWN;CD59_DOWN;CD81_DOWN;CD82_DOWN;HBEGF_DOWN;TSPAN4_DOWN;	4_50_42	544.513320570671	282.603757900367
TCGA-50-5930-01A.90	NPR1;GDNF;MED21;CACNA1I;ROCK1;PCDHAC2;SMURF1;MAP2K1;PRKCI;PCDHB13;RYR2;CDH8;NCOR2;ROBO3;FBN2;APOB;NFE2L2;GUCY1A2;TRPC4;COL11A2;RELN;TIAM1;CNTN1;KCNH1;KCNH7;MAP1B;COL9A1;SLIT1;PCDHB8;ITGAL;SLIT3;CD4;TP53;EPHA3;BRAF;MYH2;FAF1;PIK3CG;C6;EP400;C7;SELP;MYH7;LRP1;COL1A2;GLI2;LRP2;HLA-DRB1;TTN;MYH1;COL12A1;USH2A;KL;APC;COL4A2;EPHB3;PCDHGC5;COL20A1;VCAN;INPPL1;LRP1B;TNR;EPAS1;GRIK2;LAMA2;PKP4;XRCC5;FAS;PDGFRA;COL27A1;SYK;PCSK1;PRKCB;RYR1;ROBO2;ITGA4;PRKG1;COL11A1;CRMP1;PCSK5;HTT;LAMA1;RHOB;COL3A1;LAMA3;GRIK4;SH2D3C;PLXNA1;SPTA1;	NPR1_DOWN;PRKG2_DOWN;TEK_DOWN;THRB_DOWN;RASGRF1_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;RYR2_DOWN;EFNB1_DOWN;PIP5K1B_DOWN;SPTBN1_DOWN;ITGAL_DOWN;SELP_DOWN;PRKCE_DOWN;CDH23_DOWN;LCP2_DOWN;GRIA1_DOWN;NOTCH4_DOWN;CAV1_DOWN;TRPC6_DOWN;BDNF_DOWN;APH1B_DOWN;PCDHAC2_DOWN;CDH26_DOWN;CDH5_DOWN;CTNNAL1_DOWN;PCDH12_DOWN;PCDH17_DOWN;PCDH9_DOWN;PCDHGA12_DOWN;PCDHGB6_DOWN;PCDHGB7_DOWN;PCDHGC3_DOWN;SVEP1_DOWN;APBB2_DOWN;APBB1_DOWN;PRNP_DOWN;LAMC3_DOWN;C7_DOWN;C8B_DOWN;SLIT2_DOWN;MAPK10_DOWN;CFP_DOWN;LPL_DOWN;NTN1_DOWN;ROBO2_DOWN;ROBO3_DOWN;ROBO4_DOWN;SLIT3_DOWN;MGP_DOWN;ERBB4_DOWN;EFNB2_DOWN;GAB2_DOWN;FGFR2_DOWN;FGFR3_DOWN;FGFR4_DOWN;GAB3_DOWN;AKAP6_DOWN;BST1_DOWN;CACNA1D_DOWN;CACNA1H_DOWN;FKBP1B_DOWN;P2RX7_DOWN;CACNA2D2_DOWN;EMP3_DOWN;EPAS1_DOWN;MATN2_DOWN;COL4A5_DOWN;OLR1_DOWN;PDIA4_UP;ITGA8_DOWN;LIMS2_DOWN;MEGF9_DOWN;NTN4_DOWN;CNTN6_DOWN;KCNAB1_DOWN;NFASC_DOWN;PTPRB_DOWN;ANGPT1_DOWN;GHR_DOWN;KCNAB2_DOWN;CHL1_UP;ANK3_DOWN;COL4A3_DOWN;COL4A4_DOWN;TFRC_DOWN;S100A4_DOWN;ABCB1_DOWN;AQP1_DOWN;ATF3_DOWN;CABLES1_DOWN;CDC14A_DOWN;CX3CL1_DOWN;DHCR24_DOWN;KLF6_DOWN;MNDA_DOWN;NDN_DOWN;PEG3_DOWN;SESN1_DOWN;SORT1_DOWN;TBX2_DOWN;TOP2A_UP;TRIM22_DOWN;XPC_DOWN;AQP4_DOWN;TBX3_DOWN;TBX4_DOWN;TBX5_DOWN;AQP5_DOWN;DMD_DOWN;TTN_DOWN;FIGF_DOWN;HHIP_DOWN;LIMD1_DOWN;MBP_DOWN;DES_DOWN;TMOD1_DOWN;TNNC1_DOWN;VIM_DOWN;KAL1_DOWN;ARHGEF6_DOWN;PMP22_DOWN;UTRN_DOWN;CAPN3_DOWN;SEMA6A_DOWN;SEMA6D_DOWN;	NOS3_DOWN;NPR2_DOWN;NPR3_DOWN;PRKG1_DOWN;DOK4_DOWN;PRKCA_DOWN;MED21_DOWN;NCOR2_DOWN;ROCK1_DOWN;ADD1_DOWN;ARHGAP5_DOWN;MAPK1_DOWN;MSN_DOWN;PPP1R12B_DOWN;PPP1R14A_DOWN;WNK1_DOWN;SPTAN1_DOWN;ARHGDIA_DOWN;ELMO1_DOWN;FAS_DOWN;ICAM1_DOWN;ICAM2_DOWN;SELPLG_DOWN;SPN_DOWN;PKN1_DOWN;PRKCB_DOWN;MAP2K1_DOWN;SLC12A2_DOWN;RTN4_DOWN;DOCK2_DOWN;NF2_DOWN;ESAM_DOWN;SIGLEC1_DOWN;ADCY9_DOWN;KCNQ1_DOWN;CRMP1_DOWN;ALOX5AP_DOWN;LST1_DOWN;SDCBP_DOWN;TSC1_DOWN;ADCY4_DOWN;KCNE1_DOWN;DPYSL2_DOWN;ALOX5_DOWN;LAPTM5_DOWN;TYROBP_DOWN;NUMB_DOWN;COTL1_DOWN;CD52_DOWN;GMFG_DOWN;IL16_DOWN;RGS19_DOWN;MYO1F_DOWN;TRPC1_DOWN;NOTCH1_DOWN;NCF4_DOWN;LCP1_DOWN;CD4_DOWN;MFNG_DOWN;PLEK_DOWN;GIPC1_DOWN;ITPR2_DOWN;PKD2_DOWN;CYBB_DOWN;NCF2_DOWN;CNN3_DOWN;GCA_DOWN;PLS3_DOWN;DLL1_DOWN;JAG1_DOWN;MYO6_DOWN;TGFBR3_DOWN;CALM1_DOWN;ITPKB_DOWN;EVI2B_DOWN;CAV2_DOWN;DAB2_DOWN;ENG_DOWN;OCLN_DOWN;CDKL2_DOWN;LRP2_DOWN;SMURF2_DOWN;BACE1_DOWN;DYNLRB1_DOWN;KLC1_DOWN;PCSK2_DOWN;PCSK5_DOWN;PCSK7_DOWN;PLSCR1_DOWN;CLU_DOWN;GPC1_DOWN;NFE2L2_DOWN;KIF5B_DOWN;MAPK8IP1_DOWN;VLDLR_DOWN;TIAM1_DOWN;CD59_DOWN;CD36_DOWN;LDLR_DOWN;PAFAH1B2_DOWN;STAM_DOWN;CD9_DOWN;EPS15L1_DOWN;TP53BP2_DOWN;CD151_DOWN;CD81_DOWN;HBEGF_DOWN;TSPAN4_DOWN;STAM2_DOWN;MAGI1_DOWN;WWP1_DOWN;JAM2_DOWN;PDCD4_DOWN;ITGA4_DOWN;EPHB6_DOWN;DDX20_DOWN;HTT_DOWN;NR2F1_DOWN;PGR_DOWN;AHR_DOWN;ARNT2_DOWN;ARNTL_DOWN;GUCY1B3_DOWN;NRCAM_DOWN;ANK2_DOWN;ICAM4_DOWN;ICAM5_DOWN;RASSF5_DOWN;VWF_DOWN;RAPGEF4_DOWN;RASSF1_DOWN;APC_DOWN;CSF1_DOWN;CSF1R_DOWN;HLA-DRB1_DOWN;TNFRSF10A_DOWN;TIE1_DOWN;ARAP1_DOWN;MOAP1_DOWN;TNFRSF10C_DOWN;TNFRSF10D_DOWN;IQGAP1_DOWN;PDCD6IP_DOWN;ATRX_DOWN;IQGAP2_DOWN;TSG101_DOWN;CHD9_DOWN;HNRPDL_DOWN;NEK1_DOWN;SEC62_DOWN;USP33_DOWN;MCC_DOWN;DMAP1_DOWN;VPS36_DOWN;METAP2_DOWN;REEP5_DOWN;RNF13_DOWN;ZMYND11_DOWN;EPC1_DOWN;EPC2_DOWN;ING3_DOWN;CHMP6_DOWN;DDB2_DOWN;IFI16_DOWN;SP100_DOWN;TAF1B_DOWN;ZNF274_DOWN;XPA_DOWN;PNRC2_DOWN;MX1_DOWN;PRAM1_DOWN;SP110_DOWN;PTRF_DOWN;SUPT16H_DOWN;XAB2_DOWN;NKX2-1_DOWN;GATA6_DOWN;WWTR1_DOWN;DNAJC27_DOWN;PTPN13_DOWN;TPM4_DOWN;KL_DOWN;ALPL_DOWN;SHB_DOWN;LAT2_DOWN;CABIN1_DOWN;PPP3CC_DOWN;PPP1R1B_DOWN;PPP3R1_DOWN;COL6A6_DOWN;PARVG_DOWN;GUCY1A3_DOWN;SH2D3C_DOWN;NEDD9_DOWN;MICAL1_DOWN;TRIP6_DOWN;PLXNA2_DOWN;	89_126_197	2106.27290176374	888.730190892825
TCGA-50-5930-01A.88	ALK;	PTPRM_DOWN;	PTN_DOWN;FEZ1_DOWN;FEZ2_DOWN;PTPRS_DOWN;PTPRE_DOWN;	1_1_5	40.961233998423	15.3208645619547
TCGA-55-A491-01A.35	ACTN4;ANK2;PCDHAC2;PKP2;WAS;AKT2;FLNC;PCDH11X;ITGAL;MMP2;TP53;NOS2;PAK4;SMAD3;CEBPA;TTN;PRKCA;LAMA2;GLI3;SCN1B;COL11A1;ERBB3;NFKBIB;USF2;CACNA1H;RASGRP4;CACNG3;RYR1;PCDH15;CDH18;PCDHGC5;	COL4A3_DOWN;COL9A2_UP;ITGA8_DOWN;LMO7_DOWN;MEGF9_DOWN;MAPK10_DOWN;CDH3_UP;CDH5_DOWN;PCDH9_DOWN;PCDHA12_DOWN;PCDHGB5_DOWN;PCDHGB6_DOWN;PCDHGB7_DOWN;SVEP1_DOWN;JUP_UP;PAK1_UP;ERBB4_DOWN;CAV1_DOWN;PLAU_UP;TNC_UP;AQP1_DOWN;BDNF_DOWN;CABLES1_DOWN;DUSP1_DOWN;FHL2_UP;KLF4_DOWN;KPNA2_UP;NME1_UP;NR3C1_DOWN;PEG3_DOWN;PERP_UP;RRM2_UP;TFRC_DOWN;TK1_UP;TOP2A_UP;TYMS_UP;AQP4_DOWN;RYR1_UP;MCM4_UP;MCM6_UP;DMD_DOWN;NPR1_DOWN;EPHB2_UP;PRKG2_DOWN;UTRN_DOWN;EPAS1_DOWN;SPTBN1_DOWN;TNNC1_DOWN;PMP22_DOWN;HHIP_DOWN;LIMD1_DOWN;SLIT2_DOWN;TBX3_DOWN;ROBO4_DOWN;CNTN1_DOWN;CNTN6_DOWN;PTPRB_DOWN;ANGPT1_DOWN;GHR_DOWN;GRB7_UP;TEK_DOWN;EFNB2_DOWN;RASGRF1_DOWN;RASGRP4_DOWN;CACNA2D2_DOWN;CACNB3_UP;	LAMA3_DOWN;NOS2_UP;AKT2_UP;HBEGF_DOWN;NFKBIB_UP;P2RX4_UP;PAK4_UP;NEDD9_DOWN;ZFYVE9_DOWN;SH2D3C_DOWN;MAP3K10_UP;SHC2_UP;MCC_DOWN;RANBP1_UP;RCC1_UP;	31_66_15	508.171974753061	282.536976130058
TCGA-55-A491-01A.18	C6;	C7_DOWN;C8B_DOWN;CFP_DOWN;	-;	1_3_0	14.9728955522869	10.793788128346
TCGA-55-A491-01A.27	CTSL2;	ADAM8_UP;	-;	1_1_0	2.28317405513074	2.28317405513074
TCGA-55-A491-01A.28	MKI67;	CBX3_UP;	-;	1_1_0	5.02174104862272	1.60593340047005
TCGA-55-A491-01A.36	NRXN3;	NLGN2_UP;	-;	1_1_0	2.29054887378607	2.29054887378607
TCGA-55-A491-01A.12	PLXNA3;	SEMA6A_DOWN;	-;	1_1_0	3.32779344044045	3.32779344044045
TCGA-55-8094-01A.46	KCNA1;	KCNAB2_DOWN;	KCNA3_DOWN;	1_1_1	9.18862571811288	9.18862571811288
TCGA-55-8094-01A.74	NRXN1;GDNF;CETP;CACNA1F;CDH12;ANK2;PCDHAC2;CTNNA2;NOS1;RYR2;PLXNA4;SVEP1;WAS;FBN1;KDR;FLNC;APOB;CD24;PLCZ1;EPHB6;ADAMTS16;TRPC4;HGF;PTPRM;GATA1;CNTN1;TG;ARAF;FGF10;DCHS1;KRAS;PCDH11Y;PDGFRB;TP53;ADCY8;RASAL2;BRCC3;PRLR;ADAMTS12;PDCD6;IMPA1;LAMB2;GHR;PLXNA2;ITGB6;COL1A2;LRP2;ITK;TTN;CDH9;PCDHB16;CDH18;ITGA2;PCDHGC5;LAMA5;CTNND2;CDH10;LAMA2;LAMB1;ITGAX;LOR;PLCB3;RASGRP3;RYR3;MAP3K4;RIT1;MNDA;NPR3;	PDZD2_DOWN;CNTN6_DOWN;NFASC_DOWN;PTPRB_DOWN;ANGPT1_DOWN;GHR_DOWN;TEK_DOWN;LPL_DOWN;APOC2_DOWN;RASGRF1_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;RYR1_DOWN;RYR2_DOWN;BST1_DOWN;CACNA1C_DOWN;P2RX7_DOWN;CACNA2D2_DOWN;EMP3_DOWN;CDH1_UP;CDH13_DOWN;CDH23_DOWN;CDH26_DOWN;CDH5_DOWN;DCHS1_DOWN;PCDH12_DOWN;PCDH17_DOWN;PCDH9_DOWN;PCDHAC2_DOWN;PCDHGA12_DOWN;PCDHGB6_DOWN;PCDHGB7_DOWN;PCDHGC3_DOWN;SVEP1_DOWN;MAPK10_DOWN;APH1B_DOWN;CAV1_DOWN;KRAS_UP;NPR1_DOWN;PRKG2_DOWN;AKAP6_DOWN;SEMA6A_DOWN;SEMA6D_DOWN;LCP2_DOWN;NOTCH4_DOWN;PIK3R5_DOWN;ITGAL_DOWN;SELP_DOWN;FHL2_UP;PKP3_UP;VIM_DOWN;S100A8_DOWN;DSC2_UP;DSG2_UP;ERBB4_DOWN;NR3C1_DOWN;TDG_UP;PDIA4_UP;EPAS1_DOWN;FIGF_DOWN;VEGFC_DOWN;FGFR2_DOWN;COL4A5_DOWN;ITGA8_DOWN;LIMS2_DOWN;MEGF9_DOWN;NTN4_DOWN;OLR1_DOWN;IMPA2_UP;PIP5K1B_DOWN;EFNB1_DOWN;EPS8_UP;MRAS_DOWN;FGF7_DOWN;ARHGEF6_DOWN;DOK2_DOWN;GAB2_DOWN;RASSF2_DOWN;RGL1_DOWN;TFG_UP;EIF2AK2_UP;AQP1_DOWN;BDNF_DOWN;BRCA1_UP;CABLES1_DOWN;CSE1L_UP;CX3CL1_DOWN;GAMT_UP;IGFBP3_UP;KPNA2_UP;MKI67_UP;MNDA_DOWN;MSH2_UP;NDN_DOWN;NME1_UP;NOL3_UP;NQO1_UP;PEG3_DOWN;PLAGL1_DOWN;PRKDC_UP;RRM2_UP;SESN1_DOWN;TBX2_DOWN;TBXAS1_DOWN;TFRC_DOWN;TK1_UP;TOP2A_UP;TRIM22_DOWN;TYMS_UP;UBE2K_UP;AQP4_DOWN;MCM4_UP;TBX3_DOWN;TBX4_DOWN;TBX5_DOWN;MCM6_UP;DMD_DOWN;PRKCE_DOWN;GAB3_DOWN;NTN1_DOWN;SLIT2_DOWN;ROBO2_DOWN;ROBO3_DOWN;ROBO4_DOWN;PRNP_DOWN;SLIT3_DOWN;MGP_DOWN;APBB1_DOWN;PMP22_DOWN;UTRN_DOWN;MDK_UP;DES_DOWN;TNNC1_DOWN;CACNG4_DOWN;	CNTN1_UP;SCN1B_UP;DOK4_DOWN;TGFBR1_DOWN;CD38_DOWN;PCDH18_DOWN;MMP2_DOWN;MMP25_DOWN;MMP28_DOWN;MMP7_DOWN;PVRL1_DOWN;GUCY1A3_DOWN;GUCY1B3_DOWN;NPR2_DOWN;NPR3_DOWN;WAS_DOWN;DOCK2_DOWN;ITK_DOWN;MFNG_DOWN;NCF4_DOWN;RNASE6_DOWN;ALOX5AP_DOWN;ELMO1_DOWN;LST1_DOWN;SLA_DOWN;DLL1_DOWN;IL16_DOWN;JAG1_DOWN;CD52_DOWN;CYBA_DOWN;CYBB_DOWN;INPP5D_DOWN;NCF1_DOWN;NCF2_DOWN;VCAM1_DOWN;ALOX5_DOWN;CEBPA_DOWN;LAPTM5_DOWN;SRGN_DOWN;MSN_DOWN;CD300A_DOWN;CST7_DOWN;TYROBP_DOWN;GMFG_DOWN;SYK_DOWN;BIN2_DOWN;CD37_DOWN;CD48_DOWN;LCP1_DOWN;LTB_DOWN;PLEK_DOWN;HDAC7_DOWN;THBS1_DOWN;EVI2B_DOWN;MYO1F_DOWN;KDELR2_UP;KDELR3_UP;PIK3CG_DOWN;COTL1_DOWN;CECR1_DOWN;RGS19_DOWN;TNFAIP3_DOWN;GZMB_DOWN;DNAH9_DOWN;ICAM1_DOWN;SELPLG_DOWN;SPN_DOWN;LILRB3_DOWN;CLEC5A_DOWN;KLRK1_DOWN;TREM2_DOWN;CNN3_DOWN;LTBR_UP;CTSS_DOWN;ECT2_UP;CITED2_DOWN;IKZF1_DOWN;IKZF4_DOWN;ARAP1_DOWN;ARAP2_DOWN;ARHGAP6_DOWN;CHN1_DOWN;GZMA_DOWN;PRF1_DOWN;ESAM_DOWN;LGALS1_DOWN;SIGLEC1_DOWN;HCST_DOWN;MICA_DOWN;TRAF4_UP;ADAM19_DOWN;SMAD4_DOWN;TFAP2C_DOWN;CISH_DOWN;CD36_DOWN;F2R_DOWN;F2RL1_DOWN;GZMH_DOWN;LGALS3_DOWN;CCHCR1_UP;MAGED1_UP;ADAMTS2_DOWN;CSTA_DOWN;TP53_DOWN;HSD11B1_DOWN;NOD1_DOWN;CTSH_DOWN;DSP_UP;S100A9_DOWN;KRT5_DOWN;TP63_DOWN;TRIM29_DOWN;FBN1_DOWN;DCN_DOWN;FMOD_DOWN;MXRA5_DOWN;PDGFRA_DOWN;FBLN1_DOWN;CNN1_DOWN;CTGF_DOWN;GAS1_DOWN;PTGIS_DOWN;PTRF_DOWN;TAGLN_DOWN;TIMP3_DOWN;LMOD1_DOWN;MYL9_DOWN;PLN_DOWN;TGFB1I1_DOWN;CYR61_DOWN;SPON1_DOWN;TGFBR3_DOWN;EFEMP2_DOWN;NKX2-1_DOWN;EFEMP1_DOWN;COL6A2_DOWN;ENG_DOWN;PLSCR4_DOWN;CALR_UP;HOXB3_DOWN;WWTR1_DOWN;PDIA3_UP;P4HB_UP;PDIA6_UP;KDR_DOWN;COL15A1_DOWN;FES_DOWN;PDGFC_DOWN;PDGFD_DOWN;TIE1_DOWN;DPYSL2_DOWN;HSH2D_UP;PDGFRB_DOWN;CSF1R_DOWN;CSF1_DOWN;COL12A1_DOWN;COL8A2_DOWN;ITGB6_DOWN;LAMA2_DOWN;LAMB2_DOWN;IMPA1_UP;RGS3_DOWN;RTN1_DOWN;PLCB2_DOWN;PLCL1_DOWN;EDNRB_DOWN;TGM2_DOWN;ANXA1_DOWN;EIF5A_UP;FPR1_DOWN;FPR3_DOWN;EPHB6_DOWN;PTPN13_DOWN;GATA2_DOWN;LMO2_DOWN;TAL1_DOWN;ZFPM2_DOWN;GATA3_DOWN;LYL1_DOWN;CBFA2T3_DOWN;TCF4_DOWN;MAF_DOWN;HDAC6_UP;ID4_DOWN;SPARCL1_DOWN;ALCAM_DOWN;FERMT2_DOWN;TMEM47_DOWN;CALD1_DOWN;EPHA3_UP;CCDC6_DOWN;MAP3K4_DOWN;RASGRP1_DOWN;RASSF5_DOWN;ANTXR1_DOWN;IFI16_DOWN;TGFA_DOWN;ELK3_DOWN;MCC_DOWN;GLI3_DOWN;IQGAP2_DOWN;RASAL2_DOWN;PDCD6_UP;DAPK1_DOWN;STK17A_DOWN;STK17B_DOWN;UNC5B_DOWN;CAV2_DOWN;COL6A6_DOWN;PARVG_DOWN;TPM4_DOWN;CACNB4_DOWN;DUSP12_UP;DUSP18_DOWN;DUSP2_DOWN;DUSP4_UP;DUSP5_UP;DUSP7_DOWN;	68_134_218	2099.99519579324	1231.46676418545
TCGA-55-8094-01A.38	F5;	MMRN1_DOWN;	-;	1_1_0	70.0365236764752	2.98955172622082
TCGA-55-8094-01A.37	C9;C6;C7;CFP;	C7_DOWN;C8B_DOWN;	C1R_DOWN;	4_2_1	19.6090486953058	14.7499021862457
TCGA-MP-A5C7-01A.21	PLXNA2;	SEMA6A_DOWN;	-;	1_1_0	7.53912563958612	2.98008710841186
TCGA-MP-A5C7-01A.26	SPTA1;	SPTBN2_UP;	-;	1_1_0	2.82318234528796	2.82318234528796
TCGA-MP-A5C7-01A.2	MNDA;	MNDA_DOWN;	-;	1_1_0	8.19416340936827	3.1361728410214
TCGA-MP-A5C7-01A.65	ACTN2;NFASC;ALK;RGL1;SELL;RYR2;ARNT;PTPN7;NTRK1;LRP5;CACNB1;POU2F1;APH1A;PI4KB;PPP3CA;PIP5K1A;INSRR;FASLG;CACNA1E;USF1;ACTA1;HIF1A;MPZ;CACNA1S;LAMC1;LAMB3;FAIM3;RHOU;SHC1;RASSF5;NID1;F11R;HLA-DRB1;COL14A1;ARF1;CNTN2;FCGR3B;PIK3C2B;TNR;LAMC2;CFH;TNN;ITGA10;RXRG;RASAL2;PTPRC;CTSS;NCSTN;APOA2;SELP;NPR1;S100A7;TNNI1;IVL;PCDHGC5;LOR;PKP1;	COL9A2_UP;DES_DOWN;ERBB3_UP;ITGA8_DOWN;ITGAL_DOWN;LAMB3_UP;LIMS2_DOWN;NTN4_DOWN;PIP5K1B_DOWN;TNNC1_DOWN;UTRN_DOWN;VIM_DOWN;ZYX_DOWN;CNTN1_DOWN;CNTN6_DOWN;MDK_UP;RIT1_UP;LCP2_DOWN;SELP_DOWN;ADAM8_UP;RYR2_DOWN;BST1_DOWN;P2RX1_DOWN;P2RX7_DOWN;RYR1_DOWN;EMP3_DOWN;TFRC_DOWN;PDIA4_UP;GHR_DOWN;MAPK10_DOWN;BDNF_DOWN;PIK3R5_DOWN;RASGRF1_DOWN;APBB1_DOWN;MMP15_UP;RGL3_UP;RASGRP2_DOWN;RASGRP4_DOWN;NOL3_UP;CAV1_DOWN;ERBB4_DOWN;NFATC4_UP;CACNG4_DOWN;ARHGEF6_DOWN;PAK6_UP;ABCB1_DOWN;FIGF_DOWN;NDN_DOWN;VEGFC_DOWN;PMP22_DOWN;PRNP_DOWN;C7_DOWN;C8B_DOWN;CFP_DOWN;ANGPT1_DOWN;DOK2_DOWN;EFNA1_UP;EFNB1_DOWN;EFNB2_DOWN;EPS8_UP;FGFR4_DOWN;GAB3_DOWN;TEK_DOWN;GRASP_DOWN;OLR1_DOWN;THRB_DOWN;APOC2_DOWN;NPR1_DOWN;PRKG2_DOWN;S100A8_DOWN;CDH5_DOWN;PKP3_UP;CDH13_DOWN;CDH23_DOWN;PCDHA12_DOWN;PCDHGB5_DOWN;PCDHGB7_DOWN;PCDHGC3_DOWN;SVEP1_DOWN;	COL27A1_UP;FLNC_DOWN;ITGAX_DOWN;LAMC2_DOWN;PIP5K1A_UP;CNTNAP1_UP;NRCAM_DOWN;SHC1_UP;SELL_DOWN;CD37_DOWN;CD48_DOWN;CYBB_DOWN;EVI2B_DOWN;GMFG_DOWN;IL16_DOWN;LCP1_DOWN;PLEK_DOWN;SELPLG_DOWN;CD52_DOWN;LAPTM5_DOWN;PTPRC_DOWN;NCF1_DOWN;NCF2_DOWN;NCF4_DOWN;SLA_DOWN;BIN2_DOWN;CTSS_DOWN;ECT2_UP;ESAM_DOWN;ALOX5AP_DOWN;SRGN_DOWN;MYO1F_DOWN;TYROBP_DOWN;ARF1_UP;KDELR3_UP;DOCK2_DOWN;ALOX5_DOWN;LST1_DOWN;TREM2_DOWN;ARHGAP6_DOWN;CD300A_DOWN;FCGR3B_DOWN;LILRB3_DOWN;ERO1L_UP;P4HB_UP;PDIA3_UP;MAGED1_UP;NKX2-1_UP;PTRF_DOWN;EFEMP2_DOWN;FBLN1_DOWN;PLSCR4_DOWN;CNN1_DOWN;GAS1_DOWN;PTGIS_DOWN;TIMP3_DOWN;MYL9_DOWN;EFEMP1_DOWN;PI4KB_UP;ABCA1_DOWN;ARHGEF11_UP;LPAR1_UP;PDE1B_DOWN;MYO5A_DOWN;CFB_UP;CFD_DOWN;HPN_UP;HBEGF_DOWN;FYB_DOWN;SKAP1_DOWN;COL6A6_DOWN;PARVG_DOWN;RXRG_DOWN;CD36_DOWN;HSD11B1_DOWN;RXRG_DOWN;S100A9_DOWN;CSTA_DOWN;DSP_UP;PKP1_UP;	57_79_80	1050.0402191489	475.361820434264
TCGA-MP-A5C7-01A.40	BCL9;PYGO2;CHD1L;	PYGO2_UP;	BCL9_UP;CHD1L_UP;SMARCA1_UP;	3_1_3	8.62408993130576	8.62408993130576
TCGA-MP-A5C7-01A.38	NOTCH2NL;	TBX3_DOWN;	-;	1_1_0	4.50174434630604	2.18851563670622
TCGA-MP-A5C7-01A.8	SCN2A;	SCN4B_DOWN;	-;	1_1_0	2.52318507746982	2.52318507746982
TCGA-55-8508-01A.11	SPTA1;	SPTBN1_DOWN;SPTBN2_UP;	-;	1_2_0	8.5424533073628	5.48541667151376
TCGA-55-8508-01A.17	SLIT2;ROBO1;	SLIT2_DOWN;ROBO2_DOWN;ROBO4_DOWN;SLIT3_DOWN;	-;	2_4_0	15.5122348021205	15.5122348021205
TCGA-55-8508-01A.22	CTNNA2;SVEP1;PCDH10;	CDH23_DOWN;PCDH17_DOWN;PCDHA12_DOWN;PCDHAC2_DOWN;PCDHB16_DOWN;PCDHGB7_DOWN;PCDHGC3_DOWN;SVEP1_DOWN;CTNNAL1_DOWN;	-;	3_9_0	41.801645227674	29.5847535483235
