TCGA-62-A472-01A.11	PTPRF;TP53;CACNA1I;MAP1A;	CAV1_DOWN;MMRN1_DOWN;PLAU_UP;PTPRM_DOWN;BDNF_DOWN;ERBB4_DOWN;SPTB_UP;AQP1_DOWN;ATF3_DOWN;CABLES1_DOWN;CDC14A_DOWN;DHCR24_DOWN;DUSP1_DOWN;GADD45B_DOWN;KLF4_DOWN;KLF6_DOWN;MAPK10_DOWN;MKI67_UP;MNDA_DOWN;NFATC4_UP;P2RX1_DOWN;PEG3_DOWN;PLAGL1_DOWN;PMAIP1_UP;RRM2_UP;S100A4_DOWN;S100A8_DOWN;SESN1_DOWN;SORT1_DOWN;TBX2_DOWN;TBXAS1_DOWN;TFRC_DOWN;TOP2A_UP;AQP4_DOWN;RYR2_DOWN;MCM4_UP;APH1B_DOWN;NOTCH4_DOWN;TBX3_DOWN;TBX4_DOWN;TBX5_DOWN;AQP5_DOWN;DMD_DOWN;RASGRF1_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;LPL_DOWN;C8B_DOWN;C7_DOWN;CFP_DOWN;	NID1_DOWN;PTPRA_DOWN;PTPRD_DOWN;SHC2_DOWN;FBLN1_DOWN;CNN1_DOWN;CTGF_DOWN;ELN_DOWN;FMOD_DOWN;GAS1_DOWN;PTGIS_DOWN;PTRF_DOWN;TAGLN_DOWN;TIMP3_DOWN;LMOD1_DOWN;MYL9_DOWN;TGFB1I1_DOWN;CRIM1_DOWN;CYR61_DOWN;SPON1_DOWN;TGFBR3_DOWN;DCN_DOWN;EFEMP2_DOWN;PALLD_DOWN;MYH10_DOWN;ENG_DOWN;PLSCR4_DOWN;TP53_DOWN;MAP1B_DOWN;GPM6B_DOWN;VLDLR_DOWN;CD36_DOWN;LDLR_DOWN;LRPAP1_DOWN;CD9_DOWN;HSD11B1_DOWN;LDLRAP1_DOWN;CD59_DOWN;CD81_DOWN;CD82_DOWN;HBEGF_DOWN;TSPAN4_DOWN;	4_50_42	544.513320570671	282.603757900367
TCGA-97-8179-01A.19	SYNJ2;NCOA6;ITGB4;KRAS;TP53;COL5A2;ITGAM;LAMB2;PIK3CG;	PIP5K1B_DOWN;PRKDC_UP;CAV1_DOWN;COL9A2_UP;NTN4_DOWN;ERBB4_DOWN;FGFR2_DOWN;RASGRF1_DOWN;AIFM2_UP;AQP1_DOWN;BRCC3_UP;CSE1L_UP;DNAJA3_UP;KPNA2_UP;LIG1_UP;MAPK10_DOWN;MKI67_UP;NFATC4_UP;NFYA_UP;NME1_UP;NOL3_UP;NQO1_UP;NTHL1_UP;PIAS3_UP;TK1_UP;TOP2A_UP;TP53I3_UP;AQP4_DOWN;CBX3_UP;AQP5_DOWN;PAK6_UP;	TP53_UP;TGFA_DOWN;	9_31_2	154.686823237641	80.6426148448827
TCGA-55-7907-01A.67	EPHA8;	EFNA5_UP;	-;	1_1_0	6.73029045367735	2.14085154057046
TCGA-55-7907-01A.79	GRID2;GRIK4;	GRIA1_DOWN;	-;	2_1_0	9.65314499309396	4.96600255503679
TCGA-55-7907-01A.83	ACTN2;MAP2K3;DAB1;FGFR2;NRXN1;TRPC5;SMURF1;PIK3C2G;PTPRB;APOB;EPHB6;CALM1;RELN;PTPRH;COL15A1;FLT1;COL22A1;PAK7;ITGAL;NOTCH4;KRAS;CD4;ITGA8;TP53;VEGFC;CCNT1;SERPINE2;CACNA1C;F5;RAC2;LAMB3;C8A;ERBB4;IGF2R;NEB;PRKD1;IHH;ANK1;NTF3;NRG1;MYH8;TTN;COL14A1;CD9;ITGBL1;PLCB1;LAMA2;GLI3;COL4A1;PDGFRA;BMP1;COL1A1;THBS1;COL11A1;LAMA1;COL3A1;PTPRZ1;MMRN1;CHRM2;KCNQ4;PRKG1;PLCE1;RYR3;RYR1;PLXNA2;KLB;CDH12;CDH15;PCDHAC2;PCDH11Y;DSP;PCDH15;PCDHB16;PCDHGC5;CTNND2;PCDH18;PKP4;MMP16;	COL4A5_DOWN;DMD_DOWN;ITGA8_DOWN;LAMC3_DOWN;LIMS2_DOWN;NTN4_DOWN;PIP5K1B_DOWN;TMOD1_DOWN;TNNC1_DOWN;PRKCE_DOWN;GADD45B_DOWN;PAFAH1B3_UP;LPL_DOWN;PLAU_UP;FGFR2_DOWN;FGFR4_DOWN;CNTN1_DOWN;PDZD2_DOWN;CNTN6_DOWN;NFASC_DOWN;PTPRB_DOWN;ANGPT1_DOWN;GHR_DOWN;GRB7_UP;TEK_DOWN;CAV1_DOWN;EFNB1_DOWN;EFNB2_DOWN;ERBB4_DOWN;PRKG2_DOWN;GAB2_DOWN;EPAS1_DOWN;FIGF_DOWN;ARHGEF6_DOWN;NOTCH4_DOWN;TBX2_DOWN;TBX3_DOWN;TBX4_DOWN;DOK2_DOWN;RASGRF1_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;AQP1_DOWN;ATF3_DOWN;BDNF_DOWN;CDC14A_DOWN;DHCR24_DOWN;DUSP1_DOWN;KLF4_DOWN;KLF6_DOWN;NDN_DOWN;PEG3_DOWN;PLAGL1_DOWN;S100A4_DOWN;S100A8_DOWN;SESN1_DOWN;SORT1_DOWN;TOP2A_UP;TRIM22_DOWN;AQP4_DOWN;CACNA2D2_DOWN;CACNB3_UP;RYR1_UP;RYR2_DOWN;CACNA1D_DOWN;MMRN1_DOWN;ROBO2_DOWN;ROBO3_DOWN;SEMA6A_DOWN;SEMA6D_DOWN;SLIT2_DOWN;SLIT3_DOWN;ROBO4_DOWN;C8B_DOWN;NEBL_DOWN;HHIP_DOWN;LIMD1_DOWN;NPR1_DOWN;CDH13_DOWN;CDH23_DOWN;CDH26_DOWN;CDH5_DOWN;PCDH12_DOWN;PCDH9_DOWN;PCDHA12_DOWN;PCDHB16_DOWN;PCDHGB5_DOWN;PCDHGB7_DOWN;SVEP1_DOWN;JUP_UP;	MAGI1_DOWN;JAM2_DOWN;GADD45G_DOWN;APP_DOWN;LDLR_DOWN;VLDLR_DOWN;CD36_DOWN;KL_DOWN;GRB10_DOWN;EPHB6_DOWN;PRKG1_DOWN;ZFYVE9_DOWN;PPP1R15A_DOWN;PLCB1_DOWN;PLCB4_DOWN;PRKD1_DOWN;JAG1_DOWN;PCSK2_DOWN;PCSK5_DOWN;CPE_DOWN;COL6A6_DOWN;AHR_UP;PLXNA2_DOWN;CD59_DOWN;HBEGF_DOWN;ALPL_DOWN;CYR61_DOWN;CRIM1_DOWN;KLB_DOWN;	78_90_29	727.698428840962	397.971018497224
TCGA-55-7907-01A.36	SPTA1;	SPTB_UP;	-;	1_1_0	2.76755325049259	2.76755325049259
TCGA-55-7907-01A.45	GRM5;	GRASP_DOWN;	-;	1_1_0	17.0596063657065	3.82322880212026
TCGA-55-8087-01A.6	PCDHAC2;LRP1B;	CDH1_UP;CDH13_DOWN;CDH3_UP;CDH5_DOWN;PCDH12_DOWN;PCDH9_DOWN;MMP15_UP;	-;	2_7_0	29.9770400160979	18.3336367980057
TCGA-55-8087-01A.3	CACNA1H;	RYR1_UP;	-;	1_1_0	8.33046667035442	2.07338012040403
TCGA-55-8087-01A.4	RPSA;LAMA5;	LAMC3_DOWN;CAV1_DOWN;COL9A2_UP;ERBB3_UP;ITGB4_UP;PAK6_UP;	-;	2_6_0	35.9411176706956	17.9455113407362
TCGA-55-8087-01A.5	NFIA;	NF1_UP;	FOXA2_UP;	1_1_1	15.1413322674813	3.73021378962909
TCGA-NJ-A55O-01A.2	KRAS;	ANGPT1_DOWN;TEK_DOWN;	-;	1_2_0	5.50091602900177	5.50091602900177
TCGA-NJ-A55O-01A.1	COL6A3;	CAV1_DOWN;	-;	1_1_0	5.16903585267846	2.05385162812512
TCGA-NJ-A55O-01A.4	DSC3;JUP;	PKP3_UP;	-;	2_1_0	2.24986957233117	2.24986957233117
TCGA-NJ-A55O-01A.5	APOB;	LPL_DOWN;OLR1_DOWN;	-;	1_2_0	5.13347345177696	5.13347345177696
TCGA-73-7499-01A.11	MST1;	CFP_DOWN;C7_DOWN;	CFB_UP;	1_2_1	12.9687179282819	9.08345946359342
TCGA-73-7499-01A.13	RYR2;	RYR2_DOWN;CACNA1H_DOWN;FKBP1B_DOWN;RASGRF1_DOWN;RASGRP4_DOWN;	-;	1_5_0	12.1610948945591	12.1610948945591
TCGA-73-7499-01A.12	PCDHB6;PCDH12;	CDH23_DOWN;CDH5_DOWN;PCDH17_DOWN;PCDHAC2_DOWN;PCDHGB6_DOWN;PCDHGB7_DOWN;SVEP1_DOWN;	-;	2_7_0	22.2714424251708	19.1765818967883
TCGA-73-7499-01A.15	HSPG2;NOS1;CAMK2B;MMP2;TP53;PLD1;PIK3CA;ITGA5;EXO1;MED1;	COL4A3_DOWN;LPL_DOWN;CAV1_DOWN;NPR1_DOWN;PRKG2_DOWN;EPHB2_UP;DUSP1_DOWN;GRIA1_DOWN;IGFBP3_UP;PLAU_UP;ERBB4_DOWN;TNC_UP;AIFM2_UP;AQP1_DOWN;BDNF_DOWN;BRCA1_UP;BRCC3_UP;CDKN2C_UP;COPS3_UP;COPS5_UP;COPS6_UP;CSE1L_UP;DNAJA3_UP;EIF2AK2_UP;ING1_UP;KLF4_DOWN;KPNA2_UP;LIG1_UP;MBD4_UP;MKI67_UP;MSH2_UP;NME1_UP;NQO1_UP;PEG3_DOWN;PIAS3_UP;PRKDC_UP;RFWD2_UP;RNF34_UP;RRM2_UP;SIAH2_UP;TBX2_DOWN;TFAP2C_UP;THRB_DOWN;TK1_UP;TOP2A_UP;TYMS_UP;UBE2A_UP;AQP4_DOWN;CBX3_UP;MSH6_UP;MCM4_UP;RRM1_UP;NOTCH4_DOWN;TBX3_DOWN;TBX4_DOWN;H2AFZ_UP;DHFR_UP;MCM6_UP;PDIA4_UP;ANGPT1_DOWN;EFNA1_UP;EFNB2_DOWN;FIGF_DOWN;GAB2_DOWN;LAMC3_DOWN;PIP5K1B_DOWN;PRKCE_DOWN;TEK_DOWN;GRB7_UP;PAK1_UP;PTPRB_DOWN;NRCAM_UP;COL4A4_DOWN;COL9A2_UP;ITGA8_DOWN;LIMS2_DOWN;	GUCY1B3_UP;HBEGF_DOWN;PLCE1_DOWN;RHEB_UP;EIF4EBP1_UP;SMARCE1_UP;	10_76_6	829.017163153434	228.405659541111
TCGA-73-7499-01A.5	SPTA1;	SPTBN1_DOWN;	-;	1_1_0	5.05500305793968	2.20462347882784
TCGA-78-7145-01A.20	PIK3CB;PCDHAC2;LAMB4;POLR2K;KRAS;MYC;TP53;FYN;GRB14;TEK;DSP;GLI2;PCDHGC5;CDH10;LRP1B;TBX5;NCSTN;TTN;DMD;CACNA2D1;	ANGPT1_DOWN;ERBB4_DOWN;FGFR2_DOWN;FGFR3_DOWN;FGFR4_DOWN;GAB2_DOWN;GAB3_DOWN;PIP5K1B_DOWN;TEK_DOWN;CDH1_UP;CDH13_DOWN;CDH23_DOWN;CDH26_DOWN;CDH3_UP;CDH5_DOWN;PCDHA12_DOWN;PCDHGB6_DOWN;PCDHGB7_DOWN;SVEP1_DOWN;CAV1_DOWN;COL4A5_DOWN;ITGA2_UP;ITGA8_DOWN;LIMS2_DOWN;ARHGEF6_DOWN;PIK3R5_DOWN;RASGRF1_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;RASSF2_DOWN;TFG_UP;BRCA1_UP;NME1_UP;TBX2_DOWN;KPNA2_UP;NOTCH4_DOWN;TBX4_DOWN;AQP1_DOWN;BDNF_DOWN;EIF2AK2_UP;KLF4_DOWN;MKI67_UP;NDN_DOWN;NFYA_UP;P2RX1_DOWN;PLAGL1_DOWN;PMAIP1_UP;RRM2_UP;S100A8_DOWN;SESN1_DOWN;SNRPN_DOWN;TFAP2C_UP;TGFA_UP;TK1_UP;TOP2A_UP;TRIM22_DOWN;AQP4_DOWN;CBX3_UP;RYR2_DOWN;MCM4_UP;EPAS1_DOWN;NTN4_DOWN;SEMA6A_DOWN;SEMA6D_DOWN;PLXNB1_DOWN;PTPRB_DOWN;CNTN1_DOWN;GHR_DOWN;CNTN6_DOWN;NFASC_DOWN;HHIP_DOWN;SLIT2_DOWN;SLIT3_DOWN;TTN_DOWN;NTN1_DOWN;ROBO3_DOWN;ROBO4_DOWN;APBB1_DOWN;APH1B_DOWN;DES_DOWN;TNNC1_DOWN;CAPN3_DOWN;PGM5_DOWN;	POLR2K_UP;PTRF_DOWN;RCC1_UP;CAV2_DOWN;CD2AP_UP;LAMB2_DOWN;PLS3_UP;ANGPTL1_DOWN;TIE1_DOWN;OBSCN_DOWN;APBB3_DOWN;	20_83_11	467.25646488368	274.239499598157
TCGA-64-5774-01A.21	EPHA5;	EFNA5_UP;	CD4_DOWN;	1_1_1	14.0350864112583	4.71277238000372
TCGA-64-5774-01A.17	PDIA6;	PDIA4_UP;	PDIA6_UP;P4HB_UP;PDIA3_UP;P4HA2_UP;	1_1_4	19.5597303978622	12.5049639384226
TCGA-64-5774-01A.22	PLXNA4;SEMA6A;	SEMA6A_DOWN;SEMA6D_DOWN;	PLXNA2_DOWN;	2_2_1	9.53434166464369	9.53434166464369
TCGA-64-5774-01A.16	LHX3;	TBX3_DOWN;TBX2_DOWN;TBX4_DOWN;TBX5_DOWN;	GLI3_DOWN;	1_4_1	27.8543572600022	14.9923323286452
TCGA-64-5774-01A.25	NRXN1;RB1;PIK3R5;IL3RA;KRAS;KCNH1;PPARGC1A;NTN4;COL5A2;SLC25A6;CHRNA1;CACNA1A;ATM;CCNE1;	CNTN1_DOWN;PDZD2_DOWN;CNTN6_DOWN;KCNAB1_DOWN;NFASC_DOWN;PTPRB_DOWN;ANGPT1_DOWN;GHR_DOWN;TEK_DOWN;BRCA1_UP;FOXM1_UP;MCM4_UP;MCM6_UP;MNDA_DOWN;NF1_UP;TOP2A_UP;MRAS_DOWN;H2AFZ_UP;PIK3R5_DOWN;ERBB4_DOWN;FGFR2_DOWN;PIP5K1B_DOWN;IMPA2_UP;ARHGEF6_DOWN;DOK2_DOWN;FGFR3_DOWN;FGFR4_DOWN;RASGRF1_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;RASSF2_DOWN;KCNAB2_DOWN;THRB_DOWN;NTN4_DOWN;CAV1_DOWN;COL4A3_DOWN;COL4A4_DOWN;COL5A2_UP;ITGA8_DOWN;ITGAL_DOWN;LIMS2_DOWN;LAMC3_DOWN;MEGF9_DOWN;VIM_DOWN;CSE1L_UP;KPNA2_UP;UTRN_DOWN;RYR1_DOWN;RYR2_DOWN;BST1_DOWN;P2RX7_DOWN;MSH2_UP;MSH6_UP;	CTNND2_UP;NCOA6_UP;POLR3D_UP;MED1_UP;HCST_DOWN;INPP4B_UP;PDK1_UP;KLRK1_DOWN;MICA_DOWN;MICB_DOWN;PIK3CB_DOWN;PIK3C2B_DOWN;TYROBP_DOWN;LST1_DOWN;MYO1F_DOWN;NCF1_DOWN;TREM2_DOWN;CST7_DOWN;DOCK2_DOWN;CYBB_DOWN;NCF2_DOWN;NCF4_DOWN;RNASE6_DOWN;PPARGC1A_UP;ITGAM_DOWN;LAMA2_DOWN;SLC25A6_UP;TNFRSF1B_DOWN;CACNB4_DOWN;H2AFX_UP;	14_53_30	638.17469046409	273.506466129429
TCGA-64-5774-01A.9	MYBL2;	C7_DOWN;CFP_DOWN;	CLU_DOWN;	1_2_1	48.4906071120257	14.3108551602496
TCGA-64-5774-01A.20	SLIT2;	SLIT2_DOWN;ROBO2_DOWN;ROBO4_DOWN;SLIT3_DOWN;	-;	1_4_0	17.1176491233536	15.0534635431717
TCGA-64-5774-01A.14	OBSCN;	TTN_DOWN;	-;	1_1_0	4.51516330721376	2.63893232250311
TCGA-64-5774-01A.24	PCDHAC2;PCDHGC5;CDH10;	PCDHAC2_DOWN;CDH23_DOWN;CDH5_DOWN;FAT1_UP;PCDH9_DOWN;PCDHA12_DOWN;PCDHB5_UP;PCDHGB6_DOWN;PCDHGB7_DOWN;SVEP1_DOWN;	-;	3_10_0	33.8383785363458	29.6476774066732
TCGA-55-6979-01A.11	TP53;PLCB1;CBLB;ITGB2;ITGAD;COL11A1;	BDNF_DOWN;CABLES1_DOWN;CAV1_DOWN;IFI16_UP;KLF4_DOWN;KPNA2_UP;MKI67_UP;THRB_DOWN;TK1_UP;TOP2A_UP;GHR_DOWN;PIP5K1B_DOWN;ERBB4_DOWN;COL4A5_DOWN;ITGA8_DOWN;LIMS2_DOWN;PLAU_UP;	PLAT_UP;F10_DOWN;F11_DOWN;PROS1_DOWN;	6_17_4	126.727530929199	65.3790972043337
TCGA-55-6979-01A.3	ROBO2;	SLIT3_DOWN;	-;	1_1_0	2.64038585660268	2.64038585660268
TCGA-55-6979-01A.12	PCDH11X;PCDHGC5;	CDH13_DOWN;PCDH9_DOWN;PCDHAC2_DOWN;SVEP1_DOWN;	-;	2_4_0	11.8086852794157	11.8086852794157
TCGA-55-6979-01A.8	CACNA2D4;CACNG3;	RASGRP4_DOWN;	-;	2_1_0	2.5182179263024	2.5182179263024
TCGA-55-6979-01A.10	SPTAN1;	SPTB_UP;	-;	1_1_0	3.02267286532357	3.02267286532357
TCGA-78-7158-01A.32	CDH12;PCDHAC2;EBF2;ABCB1;CREBBP;CHL1;CACNA1E;ITGA8;CTSB;ADAMTS12;PCDH12;PTK2B;ITGB6;CTNNB1;RHOBTB2;NCAN;FCGR3B;EGFR;PLCB1;LAMC2;TNN;DOK2;ZNF423;	CDH1_UP;CDH13_DOWN;CDH23_DOWN;CDH5_DOWN;PCDH9_DOWN;PCDHAC2_DOWN;PCDHGA12_DOWN;PCDHGB5_DOWN;PCDHGB6_DOWN;SVEP1_DOWN;ZNF423_DOWN;CAV1_DOWN;KLF4_DOWN;NOTCH4_DOWN;PYGO2_UP;KLF6_DOWN;NRCAM_UP;CNTN1_DOWN;PTPRB_DOWN;CNTN6_DOWN;NFASC_DOWN;TNC_UP;GHR_DOWN;GRB7_UP;TEK_DOWN;ERBB3_UP;CACNG4_DOWN;RASGRF1_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;ITGA8_DOWN;ITGA2_UP;LAMC3_DOWN;LIMS2_DOWN;ADAM8_UP;S100A4_DOWN;CSE1L_UP;NME1_UP;FGFR1_DOWN;MMP15_UP;PTPRM_DOWN;TOP2A_UP;ARHGEF6_DOWN;EPS8_UP;FGF7_DOWN;FIGF_DOWN;GAB3_DOWN;PIK3R5_DOWN;BDNF_DOWN;PIP5K1B_DOWN;PMP22_DOWN;	EBF1_DOWN;TP53_UP;CHD1L_UP;HLTF_UP;ANK2_DOWN;PTPRZ1_UP;COL6A6_DOWN;FLNC_DOWN;METAP1_UP;METAP2_UP;IARS_UP;SERBP1_UP;EPRS_UP;IARS2_UP;LARS_UP;IPO7_UP;TIA1_UP;EARS2_UP;IPO4_UP;KIAA0907_UP;ZC3H11A_UP;KDR_DOWN;NEDD9_DOWN;SH2D3C_DOWN;BCAR3_DOWN;CTPS_UP;ASNS_UP;ATIC_UP;CAD_UP;CTPS2_UP;GMPS_UP;PPAT_UP;IMPDH2_UP;MTHFD1_UP;SHMT2_UP;CAV2_DOWN;MMP28_DOWN;RHOBTB2_DOWN;FCGR3B_DOWN;HBEGF_DOWN;PTK6_UP;RPSA_UP;	23_51_42	560.172394343756	251.991431374265
TCGA-78-7158-01A.7	ELF1;	NFYA_UP;	-;	1_1_0	13.0032804918563	1.84286815800621
TCGA-78-7158-01A.2	CLU;	C7_DOWN;C8B_DOWN;CFP_DOWN;	CLU_DOWN;	1_3_1	15.6824007710106	13.3690511883078
TCGA-78-7158-01A.30	BLK;	EFNA1_UP;	EFNA5_DOWN;EPHA5_UP;	1_1_2	27.7039783689263	13.6663326938165
TCGA-78-7158-01A.16	LPL;	LPL_DOWN;	-;	1_1_0	5.88849907583903	3.02814006697943
TCGA-78-7158-01A.25	DUSP4;	DUSP1_DOWN;	-;	1_1_0	5.57357527400427	3.20980956228261
TCGA-78-7158-01A.28	NEFL;NEB;TTN;	VIM_DOWN;DES_DOWN;NEBL_DOWN;TMOD1_DOWN;TNNC1_DOWN;TPM1_UP;	-;	3_6_0	29.9958511685315	19.7365078253825
TCGA-78-7158-01A.8	TAF4;	CBX3_UP;MKI67_UP;	-;	1_2_0	34.1677817824216	4.55400464246455
TCGA-91-6829-01A.42	DAB1;	PAFAH1B3_UP;	-;	1_1_0	2.21025553781928	2.21025553781928
TCGA-91-6829-01A.22	NTRK2;NPR3;	EPHB2_UP;NPR1_DOWN;	NTRK2_DOWN;	2_2_1	12.8250372183965	9.84257675104275
TCGA-91-6829-01A.30	CACNB1;CACNA1E;GRIN2A;GRIK1;RYR3;	RASGRP2_DOWN;CACNA2D2_DOWN;RYR1_UP;GRIA1_DOWN;	-;	5_4_0	16.873530137256	16.873530137256
TCGA-91-6829-01A.39	CDH15;CTNNA2;SVEP1;JUP;PCDH11Y;PCDH15;PCDHGC5;	CDH3_UP;PCDH7_UP;PCDH9_DOWN;	MMP28_DOWN;	7_3_1	21.1009385428331	15.8078746433952
TCGA-91-6829-01A.41	NRXN1;	PDZD2_DOWN;	-;	1_1_0	2.12992081625021	2.12992081625021
TCGA-91-6829-01A.20	C9;	C8B_DOWN;	-;	1_1_0	4.47898439596495	4.47898439596495
TCGA-91-6829-01A.4	RXRG;	LPL_DOWN;OLR1_DOWN;	RXRG_DOWN;	1_2_1	37.0733977107796	12.7222912263455
TCGA-91-6829-01A.43	ACTN2;FRY;TLR4;PTPRB;ABCB1;HGF;MKI67;SYNM;PDGFRB;TP53;NTN4;JAK1;SMAD3;ITGA5;EGF;COL19A1;NEB;TTN;DMD;AKAP9;ATR;PRKDC;ACAN;PLCB4;	COL3A1_UP;COL5A2_UP;COL6A3_UP;DES_DOWN;ITGA2_UP;ITGAL_DOWN;LIMS2_DOWN;NTN4_DOWN;PIP5K1B_DOWN;TNNC1_DOWN;MCM4_UP;EIF2AK2_UP;PTPRB_DOWN;TEK_DOWN;CAV1_DOWN;PLAU_UP;MKI67_UP;CBX3_UP;AQP1_DOWN;DUSP1_DOWN;KLF4_DOWN;KPNA2_UP;MNDA_DOWN;MSH2_UP;PRKDC_UP;RRM2_UP;S100A4_DOWN;S100A8_DOWN;SNRPN_DOWN;TOP2A_UP;TYMS_UP;VCAN_UP;AQP4_DOWN;MSH6_UP;MCM6_UP;DOK2_DOWN;MDK_UP;FIGF_DOWN;CAPN3_DOWN;	COL12A1_UP;IL3RA_DOWN;PLCB1_UP;COL6A6_DOWN;	24_39_4	222.397573607827	131.554757343613
TCGA-91-6829-01A.31	SLIT2;	ROBO4_DOWN;	-;	1_1_0	2.51428771874394	2.51428771874394
TCGA-91-7771-01A.17	RAP1B;ACTA1;ITGB6;ERBB4;SMAD3;FRS2;PLCB1;CBLB;IFNG;RASA1;TTN;	BDNF_DOWN;ERBB3_UP;CAV1_DOWN;COL4A3_DOWN;LIMS2_DOWN;NTN4_DOWN;ERBB4_DOWN;TNNC1_DOWN;FGFR2_DOWN;EFNB2_DOWN;	CAV2_DOWN;	11_10_1	41.5590382742922	30.9516192339433
TCGA-91-7771-01A.1	PRKG1;	NPR1_DOWN;PRKG2_DOWN;	-;	1_2_0	7.26046286488121	4.95776961715465
TCGA-91-7771-01A.16	PCDHAC2;PCDH11X;PCDH15;PCDHGC5;	PCDH9_DOWN;	-;	4_1_0	3.1496588478408	3.1496588478408
TCGA-91-7771-01A.13	MYC;	TFRC_DOWN;	-;	1_1_0	5.15092998922417	2.4397041130865
TCGA-J2-8194-01A.11	RPA1;	PRKDC_UP;	-;	1_1_0	3.75082179160499	1.95542531534405
TCGA-J2-8194-01A.2	GRIK2;	GRIA1_DOWN;	-;	1_1_0	4.34929584780469	4.34929584780469
TCGA-J2-8194-01A.1	COL11A1;	CAV1_DOWN;LIMS2_DOWN;NTN4_DOWN;	-;	1_3_0	8.08374572677602	8.08374572677602
TCGA-J2-8194-01A.6	GLI2;	HHIP_DOWN;	-;	1_1_0	19.5434817828789	5.05812715636795
TCGA-J2-8194-01A.9	EPHA3;	EFNA1_UP;	-;	1_1_0	4.54957872206914	1.66528953823457
TCGA-J2-8194-01A.12	CACNA1I;KRAS;ITSN1;RYR3;	RASGRF1_DOWN;RYR1_DOWN;P2RX1_DOWN;CCDC6_UP;DOK2_DOWN;EPHB2_UP;ERBB4_DOWN;FGFR2_DOWN;FGFR4_DOWN;	-;	4_9_0	29.4086515460085	24.4773253394762
TCGA-J2-8194-01A.8	MYH6;DMD;	DES_DOWN;TNNC1_DOWN;AQP4_DOWN;PGM5_DOWN;AQP1_DOWN;AQP5_DOWN;	-;	2_6_0	28.7828992999084	20.0274650288311
TCGA-J2-8194-01A.5	PCDHB16;	CDH13_DOWN;PCDH9_DOWN;PCDHAC2_DOWN;	-;	1_3_0	8.26623394300873	8.26623394300873
TCGA-97-7941-01A.3	JAK2;RELN;KRAS;	ERBB3_UP;ITGA2_UP;ITGB4_UP;	-;	3_3_0	19.613777055252	9.21508465922545
TCGA-80-5611-01A.21	RIF1;	CDKN2C_UP;	-;	1_1_0	9.2680610373494	2.67076105086428
TCGA-80-5611-01A.7	ADAMTS19;	ADAM8_UP;	-;	1_1_0	2.81950092992067	2.81950092992067
TCGA-80-5611-01A.2	SRCAP;	PYGO2_UP;	-;	1_1_0	4.80601841095933	1.60563616984782
TCGA-80-5611-01A.22	PCDHAC2;PCDH11Y;	PCDHAC2_DOWN;CDH13_DOWN;CDH23_DOWN;CDH5_DOWN;CTNNAL1_DOWN;PCDH12_DOWN;PCDH17_DOWN;PCDH7_UP;PCDH9_DOWN;PCDHB5_UP;PCDHGA12_DOWN;PCDHGB7_DOWN;SVEP1_DOWN;	-;	2_13_0	46.0870111012305	42.1580816053919
TCGA-80-5611-01A.13	SPTA1;	SPTBN1_DOWN;	-;	1_1_0	4.62141949359513	1.87683156392863
TCGA-80-5611-01A.25	GNB2L1;	PDE4D_DOWN;	-;	1_1_0	5.81317409986643	2.70960340631692
TCGA-80-5611-01A.9	DUSP8;	MAPK10_DOWN;	-;	1_1_0	8.32065160357767	3.16941414728166
TCGA-80-5611-01A.12	ANK1;	ANK3_DOWN;NFASC_DOWN;	-;	1_2_0	5.68083395800284	5.68083395800284
TCGA-80-5611-01A.15	CACNA1H;RYR1;	CACNA1H_DOWN;RASGRF1_DOWN;RASGRP2_DOWN;RASGRP4_DOWN;RYR2_DOWN;CACNA1C_DOWN;P2RX1_DOWN;CACNA2D2_DOWN;	-;	2_8_0	36.0753425268948	36.0753425268948
TCGA-80-5611-01A.4	ACAN;	ADAMTS1_DOWN;ADAMTS8_DOWN;	-;	1_2_0	14.5498892238727	11.5388902381409
